GNU GPLv3;GNU General Public License 3.0;GNU General Public License v3.0 only;GNU General Public License v3.0 or later;GNU General Public License, Version 3.0;GPL 3.0;GPL 3.0 or later;GPL-3.0;GPL-3.0-only;GPL-3.0-or-later;License :: OSI Approved :: GNU General Public License (GPL);License :: OSI Approved :: GNU General Public License v3 (GPLv3);gpl-3.0;gpl-3.0-plus
GNU Lesser General Public License (no version)
GNU Lesser General Public License v2 (or 2.1) only
GNU Lesser General Public License v2 (or 2.1), with exceptions
GNU Lesser General Public License v2 (or 2.1) or later
GNU Lesser General Public License v2 (or 2.1) or later, with exceptions
GNU Lesser General Public License v3.0 only, with exceptions
GNU Lesser General Public License v3.0 or later, with exceptions
Henry Spencer Reg-Ex Library License
IBM Public License
Inner Net License
Interbase Public License
ISC License (Bind, DHCP Server)
JPython License (old)
Julius License
Knuth License
LaTeX Project Public License
LEGO Open Source License Agreement
Lhcyr License
Lisp Library General Public License
Logica Open Source License
Lucent Public License (Plan9)
mecab-ipadic license
Metasploit Framework License (post 2006)
midnight License
MIT license (also X11)
mod_macro License
Mozilla Public License v1.0
Mozilla Public License v1.1
Mozilla Public License v2.0
MX4J License
MySQL License
NCSA/University of Illinois Open Source License
Neotonic Clearsilver License
Netscape Public License
Newmat License
NIST Software License
Nmap License
Nunit License
Open Government License
OpenLDAP License
OpenPBS License
OReilly License
Par License
Perl License
Perl License (variant)
Phorum License
PlainTeX License
Python License
Qwt License 1.0
QuickFix License
RealNetworks Public Source License V1.0
REX License
Rice BSD
Romio License
RSA License
Rsfs License
Sequence Library License
SciTech MGL Public License
SCRIP License
Sleepycat Software Product License
SLIB License
Sun Public License
Teeworlds License
Text-Tabs+Wrap License
Thor Public License
Threeparttable License
Time::ParseDate License
Tolua License
Transitive Grace Period Public Licence
Trusted Computing Group License
Tumbolia Public License
UCAR License
Unicode Character Database Terms Of Use
Unicode License
Universal Permissive License
Vita Nuova Liberal Source License
Vovida Software License v. 1.0
Webmin License
wxWidgets Library License
wxWindows Library License v 3.1
Yahoo Public License v 1.1
Zope Public License v 1.0
Zope Public License v 2.0
Zope Public License v 2.1
zlib/libpng License
9wm License (Original)
Adaptive Public License
Agere LT Modem Driver License
AMAP License
Amazon Software License
Aptana Public License
Artistic 1.0 (original)
AT&T Public License
CACert Root Distribution License
CodeProject Open License (CPOL)
eCos Public License, v1.1
Eiffel Forum License 1.0
EMC2 License
European Union Public License v1.0
Frameworx License
GPL for Computer Programs of the Public Administration
gSOAP Public License
Hacktivismo Enhanced-Source Software License Agreement
Helix DNA Technology Binary Research Use License
HP Software License Terms
IBM Sample Code License
Intel IPW3945 Daemon License
Jahia Community Source License
lha license
License Agreement for Application Response Measurement (ARM) SDK
Maia Mailguard License
MAME License
MeepZor Consulting Public Licence
Metasploit Framework License (pre 2006)
Microsoft's Shared Source CLI/C#/Jscript License
MITRE Collaborative Virtual Workspace License (CVW)
mrouted license (old)
NASA CDF License
NASA Open Source Agreement v1.3
OCLC Public Research License 2.0
Open Map License
Open Motif Public End User License
Open Public License
OSGi Specification License
Paul Hsieh Derivative License
qmail License
Reciprocal Public License
Scilab License (OLD)
Server Side Public License v1 (SSPL)
SGI Free Software License B 1.1 or older
Siren14 License Agreement
Spin Commercial License
Squeak License
SystemC Open Source License
Sun Binary Code License Agreement
Sun Community Source License
Sun Solaris Source Code (Foundation Release) License
Terracotta Public License 1.0
TrueCrypt License
TORQUE v2.5+ Software License v1.0
University of Utah Public License
University of Washington Free Fork License
unrar license
Yahoo Public License 1.0
Zimbra Public License 1.3
SIL Open Font License 1.1 http://scripts.sil.org/cms/sites/nrsi/media/OFL_logo_rect_color.png
Adobe/TUG Utopia license agreement
AMS Bluesky Font License
Arphic Public License
Baekmuk License
Bitstream Vera Font License
Charter License
Creative Commons Attribution license
DoubleStroke Font License
ec Font License
Elvish Font License
GUST Font License
Hack Open Font License
Hershey Font License
Liberation Font License
Lucida Legal Notice
mplus Font License
ParaType Font License
Punknova Font License
STIX Fonts User License
Wadalab Font License
XANO Mincho Font License
DIP SIPA Font License
Larabie Fonts License
Literat Font License
Ubuntu Font License
Creative Commons Attribution-ShareAlike
Creative Commons Attribution-NoDerivs
Distributed Management Task Force License
EFF Open Audio License v1
Ethymonics Free Music License
Free Art License
GeoGratis Licence Agreement
GNU General Public License
License Ouverte
LinuxTag Green OpenMusic License
Open Data Commons Public Domain Dedication and Licence
Open Data License (GeoLite Country and GeoLite City databases)
CAcert Non-Related Persons Disclaimer and License
Creative Commons Attribution-NonCommercial-NoDerivs
Creative Commons Attribution-NonCommercial
Creative Commons Attribution-NonCommercial-ShareAlike
Creative Commons Sampling Plus 1.0
LinuxTag Yellow OpenMusic License
Apple's Common Documentation License, Version 1.0
FreeBSD Documentation License
GNU Free Documentation License
IEEE and Open Group Documentation License
Linux Documentation Project License
Old FSF Documentation License
Open Publication License, v1.0
Public Use License, v1.0
Verbatim License
Open Content License
Affero General Public License 2.0
BSD License 3.0
BCL
AGPL-1.0
X-Oz License
Creative Commons Sampling Plus (CC-sampling+), v1.0
License for OpenPBS and Torque
Swiss Ephemeris Public License
SPIN License
4Suite License (v. 1.1)
Academic Free License (AFL) (v. 1.0)
Academic Free License (AFL) (v. 1.1)
Academic Free License (AFL) (v. 1.2)
Academic Free License (AFL) (v. 2.0)
Academic Free License (AFL) (v. 2.1)
Academic Free License (AFL) (v. 3.0)
Apache License (v. 1.0)
Apache License (v. 1.1)
Apache License (v. 2.0)
Boost Software License (Einordnung unklar)
BSD 2-clause "Simplified" or "FreeBSD" License
BSD 3-clause "New" or "Revised" License
BSD 4-clause "Original" or "Old" License
Christian Software Public License
CNRI Open Source License Agreement
Condor Public License (v. 1.1)
Contrat de License de Logiciel Libre CeCILL-B
Curl License
Do What The Fuck You Want To Public License (v. 1.0)
Do What The Fuck You Want To Public License (v. 2.0)
Eclipse Distribution License (v 1.0)
Educational Community License (v. 1.0)
Educational Community License (v. 2.0)
Eiffel Forum License (v. 1.0)
Eiffel Forum License (v. 2.0)
Entessa Public License (v. 1.0)
EU DataGrid Software License (v. 2.0)
Free Fuzzy Logic Library Open Source License
Galen Open Source License (GOSL)
Globus Toolkit Public License
Globus Toolkit Public License (GTPL) (v. 2.0)
ImageMagick Terms and Conditions for Use, Reproduction, and Distribution
Historical Permission Notice and Disclaimer (HPND)
Horde Apache-like License
Horde BSD-like License
Indiana University Extreme! Lab Software License, Version 1.2
Intel Open Source License for CDSA/CSSM Implementation
JasPer License Version 2.0
Lua Copyright notice
Lucent Public License Version (v. 1)
Lucent Public License Version (v. 1.02)
Microsoft Permissive License (Ms-PL)
Microsoft Public License (Ms-PL)
Mozart License
NUnit License
Open Media Group Open Source License
OpenLDAP Public License (v. 1.1)
OpenLDAP Public License (v. 1.2)
OpenLDAP Public License (v. 1.3)
OpenLDAP Public License (v. 1.4)
OpenLDAP Public License (v. 2.0)
OpenLDAP Public License (v. 2.0.1)
OpenLDAP Public License (v. 2.1)
OpenLDAP Public License (v. 2.2)
OpenLDAP Public License (v. 2.3)
OpenLDAP Public License (v. 2.4)
OpenLDAP Public License (v. 2.5)
OpenLDAP Public License (v. 2.6)
OpenLDAP Public License (v. 2.7)
OpenLDAP Public License (v. 2.8)
OpenSSL License (Einordnung unklar)
Pangeia Informatica Copyright (v. 1.2)
Phorum License (v. 2.0)
PHP License (v. 3.0)
PHP License (v. 3.1)
Privaria Attribution Assurance License
Python 2.0.1 License
Python 2.4.2 license
Python Software Foundation License (v. 2)
skyBuilders Open Source License
SpeechWorks Public License - Software (v. 1.1)
Standard ML of New Jersey Copyright Notice
Suneido Free Software License
Tcl/Tk License Terms
Tea Software License
The SpeechWorks Public License (v. 1.1 )
Trusster Open Source License (v. 1.0a)
Udanax Open-Source License
Universal Permissive License (v. 1.0)
University of Illinois/NCSA Open Source License (NSCA)
Vovida Software License v 1.0
W3C Software and Document Notice and License
Wide Open License (WOL)
X Window System License
XFree86 Licence
Zlib license
Zope Public License (v. 1.1)
Zope Public License (v. 2.0)
Zope Public License (v. 2.1)
Affero General Public License (v. 1)
Affero General Public License (v. 2)
Alternate Route Open Source License (v. 1.1)
CrossPoint Quelltextlizenz
eCos License (v. 2.0)
FreeCard License
GNU Affero General Public License (AGPL-3.0) (v. 3.0)
GNU Classpath - GPL with special exception
GNU Emacs General Public License
GNU General Public License (GPL) (v. 1.0)
GNU General Public License (GPL) (v. 2.0)
GNU General Public License (GPL) (v. 3.0)
GNU General Public License v2.0 w/Bison exception
GNU General Public License v2.0 w/Classpath exception
GNU General Public License v2.0 w/Font exception
GNU General Public License v2.0 w/GCC Runtime Library exception
GNU General Public License v3.0 w/Autoconf exception
GNU General Public License v3.0 w/GCC Runtime Library exception (RLE 3.0)
GNU General Public License v3.0 w/GCC Runtime Library exception (RLE 3.1)
Honest Public License (HPL) (v 1.0)
Honest Public License (HPL) (v 1.1)
Open RTLinux Patent License
RedHat eCos Public License (v. 2.0)
Simple Public License (v. 2.0)
CeCILL Free Software License Agreement (v. 1.0)
CeCILL Free Software License Agreement (v. 1.1)
CeCILL Free Software License Agreement (v. 2.0)
CeCILL Free Software License Agreement (v. 2.1)
Contrat de License de Logiciel Libre CeCILL (v. 1.0)
Contrat de License de Logiciel Libre CeCILL  (v. 2.0)
Contrat de License de Logiciel Libre CeCILL  (v. 2.1)
Common Public License (v. 0.5)
Common Public License (v. 1.0)
Deutsche Freie Softwarelizenz (d-fsl)
Eclipse Public License (v. 1.0)
European Union Public License (v. 1.0)
European Union Public Licence (v. 1.1)
European Union Public Licence (v. 1.2)
Reciprocal Public License (v. 1.0)
Reciprocal Public License (v. 1.1)
Reciprocal Public License (v. 1.3)
Reciprocal Public License (v. 1.5)
SIL Open Font License (v. 1.0)
SIL Open Font License (v. 1.1)
Salutation Public License
Software AG License Terms (Quip License) (v. 1.3)
Common Development and Distribution License (CDDL) (v. 1.0)
Common Development and Distribution License, Version 1.1 (CDDL v 1.1)
Common Public Attribution License (v. 1.0)
Computer Associates Trusted Open Source License (v. 1.1)
CUA Office Public License (v. 1.0)
Erlang Public License (v. 1.1)
gSOAP Public License (v. 1.0)
gSOAP Public License (v.  1.1)
gSOAP Public License (v.  1.2)
gSOAP Public License (v.  1.3)
gSOAP Public License (v. 1.3a)
gSOAP Public License (v. 1.3b)
ICS Open Source Public License
Mozilla Public License (v. 1.0)
Mozilla Public License (v. 1.1)
Mozilla Public License (v. 2.0)
NASA Open Source Agreement (v. 1.1)
NASA Open Source Agreement (v. 1.3)
Netizen Open Source License (NOSL)
Open Public License (v. 1.0)
Open Telecom Public License
Openbravo Public License
OpenC++ License Terms
RedHat eCos Public License (v. 1.1)
SNIA Public License Version (v.1.1)
SugarCRM Public License (v. 1.1.3)
Sun Industry Standards Source License (v. 1.0)
Sun Industry Standards Source License (v. 1.1)
Sun Industry Standards Source License (v. 1.2)
Zend Engine License (v. 2.0)
Zenplex Public License
Zimbra Public License (ZPL) (v. 1.2)
Zimbra Publice License (v. 1.3)
Zimbra Publice License (v. 1.4)
Adaptive Public License (v.1.0)
Apple Public Source License (v. 2.0)
BitTorrent Open Source License (v. 1.0)
Bremer Lizenz für freie Softwarebibliotheken (OSCI-Lizenz) (v. 1.0)
Code Project Open License (CPOL) (v. 1.02)
Contrat de License de Logiciel Libre CeCILL-C
Cougaar Open Source License Agreement
Eclipse Public License (v. 2.0)
GNU Library General Public License (LGPL) (v. 2.0)
GNU Lesser General Public License (LGPL) (v. 2.1)
GNU Lesser General Public License (LGPL) (v. 3.0)
Hi-Potent Open Source License
Microsoft Reciprocal License (Ms-RL)
Motosoto Open Source License (v. 0.9.1)
Open CASCADE Technology Public License (v. 6.6)
wxWindows License (v. 1.0)
wxWindows Library License (v. 3.0)
wxWindows Library License (v. 3.1)
Yahoo! Public License (YPL) (v. 1.1)
ANTLR 2 License
Artistic License (v. 1.0)
Artistic License (v. 2.0)
Frameworx Open License (v. 1.0)
Keith Devens' Open Source License
LaTeX Project Public License (LPPL) (v. 1.0)
LaTeX Project Public License (LPPL) (v. 1.1)
LaTeX Project Public License (LPPL) (v. 1.2)
LaTeX Project Public License (LPPL) (v. 1.3b)
LaTeX Project Public License (LPPL) (v. 1.3c)
Physnet Package License
SGI Free Software License B (v. 1.0)
SGI Free Software License B (v. 1.1)
Apple Public Source License (v. 1.2)
Macromedia Open Source License Agreement (v. 1.0)
Netscape Public License (NPL) (v. 1.0)
Netscape Public License (NPL) (v. 1.1)
OCLC Research Public License (v. 1.0)
OCLC Research Public License (v. 2.0)
Open Map Software License Agreement
Q Public License (v. 1.0) (QPL)
RealNetworks Community Source License - Research and Development Use (RCSL R&D) (v 2.0)
RealNetworks Community Source License - Research and Development Use (RCSL R&D) (v 3.0)
RealNetworks Public Source License (RPSL) (v. 1.0)
